6344;Formel: Armschiene - Schwache Willenskraft;1;5999;12599
8152;Fläschchen großes Mojo;10;17696;22120
11174;Geringe Netheressenz;2;43120;53900
10940;Seltsamer Staub;17;65171;81464
873;Stab des Jordan;1;1289999;1290000
23628;Pläne: Gesegnete Armschienen;1;179900;200000
24243;Adamantitpulver;5;16840;21050
21877;Netherstoff;20;24000;35900
21877;Netherstoff;20;24000;35900
21877;Netherstoff;20;35600;42000
21877;Netherstoff;20;24000;29999
21877;Netherstoff;20;30300;33660
21877;Netherstoff;20;30300;33660
21877;Netherstoff;20;30300;33660
21877;Netherstoff;20;30300;33660
732;Okraschote;8;4720;4800
16245;Formel: Stiefel - Große Beweglichkeit;1;77964;97455
16245;Formel: Stiefel - Große Beweglichkeit;1;185000;225500
24209;Vorlage: Stattliches Nachtauge;1;302701;378377
21885;Urwasser;1;82454;103068
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;103046;103057
21885;Urwasser;1;102800;102900
21885;Urwasser;5;490000;499900
9402;Erdgeborener Kilt;1;63201;79002
3478;Grober Schleifstein;2;77547;96934
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;3;9120;11400
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
22785;Teufelsgras;20;35500;39900
13136;Klein Timmys Blasrohr;1;9984;12000
13136;Klein Timmys Blasrohr;1;9984;12000
6364;32-pfündiger Wels;1;1000375;2000000
