936;Mitternachtsstreitkolben;1;55664;69999
936;Mitternachtsstreitkolben;1;55664;69999
12985;Ring der Verteidigung;1;25269;31587
24273;Mystischer Zauberfaden;1;1704500;1769900
3685;Raptorei;7;39199;48900
3685;Raptorei;2;11177;13900
3685;Raptorei;10;47664;69999
3858;Mithrilerz;3;19197;23997
6037;Echtsilberbarren;20;300000;500000
13012;Yorgens Armschienen;1;41812;69999
791;Knorriger Eschenstab;1;19558;49999
21151;Schwarzer Rumsey Rum;10;9000;10000
21151;Schwarzer Rumsey Rum;10;9000;10000
4304;Dickes Leder;20;195000;195000
11082;Groﬂe Astralessenz;3;151401;189252
4306;Seidenstoff;4;11398;14248
4306;Seidenstoff;20;56992;71240
4306;Seidenstoff;20;56992;71240
4306;Seidenstoff;20;56992;71240
4306;Seidenstoff;20;56992;71240
4306;Seidenstoff;20;56992;71240
4306;Seidenstoff;20;56992;71240
3827;Manatrank;5;15676;19595
13025;Vorschlaghammer der Totenwaldfelle;1;39687;49999
13079;Schild von Thorsen;1;35720;44650
2776;Golderz;1;3871;4839
13081;Schild der leeren Augen;1;15200;19000
4338;Magiestoff;16;76000;100000
4338;Magiestoff;20;127500;129999
12992;Sengklinge;1;14890;15000
11134;Geringe Mystikeressenz;2;31358;39198
6889;Kleines Ei;1;3999;4900
6889;Kleines Ei;10;42448;49999
6889;Kleines Ei;10;42448;49999
6889;Kleines Ei;10;42448;49999
13099;Mokassins des Weiﬂen Hasen;1;15200;19000
12689;Pl‰ne: Strahlende Brustplatte;1;14111;17639
7342;Silbernes Piffenyband;1;266000;332500
937;Schwarzer D‰mmerwaldstab;1;89560;99999
30810;Siegel des Sonnenzorns;11;54340;67925
30810;Siegel des Sonnenzorns;9;55574;55574
30810;Siegel des Sonnenzorns;13;80274;80274
30810;Siegel des Sonnenzorns;6;28156;35196
30810;Siegel des Sonnenzorns;4;27500;29500
30810;Siegel des Sonnenzorns;102;775000;800000
3868;Pl‰ne: Frosttigerklinge;1;29599;37999
17057;Gl‰nzende Fischschuppen;6;16259;17824
13042;Schwert des Magistraten;1;55667;99999
11135;Groﬂe Mystikeressenz;8;295676;369596
13024;Beazels Berster;1;27294;29900
13017;Streitaxt des Hˆllenschl‰chters;1;77871;79999
13045;Z‰her Hammer;1;79657;99999
10940;Seltsamer Staub;17;109548;149999
3864;Citrin;2;15796;34999
6045;Pl‰ne: Eisengegengewicht;1;13778;39999
6045;Pl‰ne: Eisengegengewicht;1;31999;39999
12684;Pl‰ne: Thoriumarmschienen;1;84500;100000
13032;Schwert der Verderbnis;1;9515;19999
11139;Groﬂer leuchtender Splitter;5;31608;39510
11083;Seelenstaub;16;82137;102672
